NCT Number,Study Title,Sex
NCT04844619,KDR2-2 Suspension Eyedrop in the Treatment of Neovascular Glaucoma (KDR-NVG) Trial,ALL
NCT05821855,A Study to Evaluate Adverse Events and Change in Disease Activity With the XEN45 Glaucoma Treatment System Implantation In Adult Participants With Open-Angle Glaucoma in China,ALL
NCT00872651,Travoprost 0.004%/Timolol 0.5% Versus Latanoprost 0.005%/Timolol in Chinese Patients With Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT03782051,Combined Viscocanalostomy Phacoemulsification OIogen Implant in Open Angle Glaucoma,ALL
NCT05280366,STREAMLINE®SURGICAL SYSTEM Compared to iStent Inject W® in Patients With Open-Angle Glaucoma,ALL
NCT00000148,Advanced Glaucoma Intervention Study (AGIS),ALL
NCT05344651,Comparing the Baerveldt and Paul Glaucoma Drainage Devices and Their Effects on the Corneal Endothelium,ALL
NCT02250651,Efficacy and Safety of Bimatoprost Sustained-Release (SR) in Patients With Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT01630551,Omega 3 Supplementation and Ocular Surface Disease in Glaucoma,ALL
NCT03293251,Trabeculectomy With MMC and I Stent in Uveitic Glaucoma and POAG : Outcomes and Prognostic Factors,ALL
NCT02767219,The Use of Bevacizumab as a Modulator of Wound Healing Following Trabeculectomy Surgery,ALL
NCT00649766,Tailored Messages to Increase Eye Examination Behavior,ALL
NCT00809848,Safety and Efficacy of AGN 210669 Ophthalmic Solution in Patients With Ocular Hypertension or Primary Open-Angle Glaucoma,ALL
NCT05014386,AGV Implantation With Ologen in Pediatric Glaucomas,ALL
NCT01055366,ELAZOP Switching Study in Korea,ALL
NCT01284166,Safety and Efficacy of Triple Combination Therapy With Dorzolamide Hydrochloride / Brimonidine Tartrate / Timolol Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension,ALL
NCT00486486,24-hour Intraocular Pressure (IOP) Control With the Bimatoprost/Timolol Fixed Combination,ALL
NCT04519619,Study to Learn More About Safety of Aflibercept Injection in Japanese Patients With Neovascular Glaucoma (NVG),ALL
NCT01788319,Micropulse Laser Trabeculoplasty (532nm) Versus Conventional Laser Trabeculoplasty (532nm),ALL
NCT00005919,Cause of Pigment Dispersion Syndrome,ALL
NCT01670266,Single and Multiple Dose Escalation and Two-sequence Crossover Study of ONO-9054 in Patients With Ocular Hypertension or Mild Open-angle Glaucoma,ALL
NCT02681419,Evaluating the Efficacy of Fenestrations in Tube Shunt Implants During the Early Postoperative Period,ALL
NCT05333419,Study of a Latanoprost Ocular Implant for Treatment of Open Angle Glaucoma or Ocular Hypertension.,ALL
NCT04445519,Phase 3 Trial of NCX 470 vs. Latanoprost in Subjects With Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT04970251,Aflibercept as Adjunctive Treatment for Filtration Surgery in Neovascular Glaucoma,ALL
NCT00326066,A Study of the iStent in Combo With Cataract Surgery in Newly Diagnosed Open Angle Glaucoma or OH Patients.,ALL
NCT00804648,Patient Satisfaction With Timolol in Subjects With Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT05175651,Prospective Electronic Polygenic Risk Study - Second Phase,ALL
NCT05175651,Prospective Electronic Polygenic Risk Study - Second Phase,ALL
NCT05175651,Prospective Electronic Polygenic Risk Study - Second Phase,ALL
NCT03675412,Caffeine Consumption in Glaucoma Patients and Healthy Subjects,ALL
NCT06057051,Glaukos® iStent Infinite Trabecular Micro-Bypass System in Subjects With Mild to Moderate Primary Open-angle Glaucoma,ALL
NCT01646151,A Study Comparing IOP-Lowering Treatments to Bimatoprost in Patients With Primary Open Angle Glaucoma or Ocular Hypertension,ALL
NCT03325751,Visual Field Defect Estimation Using Sequentially Optimized Reconstruction Strategy on Healthy and Glaucoma Subjects,ALL
NCT05127551,Clinical Study of Glaukos® Trabecular Micro-Bypass System Model iS3 Infinite Vs. Competitor,ALL
NCT01999348,A Study of GANFORT® UD in Patients With Primary Open Angle Glaucoma (POAG) or Ocular Hypertension (OHT) in a Medical Setting,ALL
NCT05163951,Trabeculectomy Versus Peripheral Iridectomy Plus Goniotomy in Advanced PACG,ALL
NCT05163951,Trabeculectomy Versus Peripheral Iridectomy Plus Goniotomy in Advanced PACG,ALL
NCT05163951,Trabeculectomy Versus Peripheral Iridectomy Plus Goniotomy in Advanced PACG,ALL
NCT05163951,Trabeculectomy Versus Peripheral Iridectomy Plus Goniotomy in Advanced PACG,ALL
NCT05163951,Trabeculectomy Versus Peripheral Iridectomy Plus Goniotomy in Advanced PACG,ALL
NCT05163951,Trabeculectomy Versus Peripheral Iridectomy Plus Goniotomy in Advanced PACG,ALL
NCT04200651,Prospective Study on DEXTENZA® Safety And Efficacy Following Concomitant MIGS and Cataract Surgery,ALL
NCT01440751,Comparative Study of Ologen Collagen Matrix Versus Mitomycin-C in Glaucoma Filtering Surgery,ALL
NCT01440751,Comparative Study of Ologen Collagen Matrix Versus Mitomycin-C in Glaucoma Filtering Surgery,ALL
NCT01155219,Safety Efficacy Assessment of Geltim LP® 1 mg/g in Ocular Hypertensive or Glaucomatous Patients.,ALL
NCT03250819,Gene Polymorphisms of Corticosteroid-induced Ocular Hypertension,ALL
NCT00429819,Neurovascular Coupling in Eyes of Glaucoma Patients,ALL
NCT04741919,Superior vs Temporal Laser Peripheral Iridotomy in Primary Angle Closure Suspects (PACS),ALL
NCT02260219,Comparative Study Safety and Efficacy Ahmed Glaucoma Drainage Device Model M4 Model S2 in Neovascular Glaucoma,ALL
NCT00069719,Phase II Safety and Efficacy Study to Evaluate a Glaucoma Therapy in Open-Angle Glaucoma or Ocular Hypertension Patients,ALL
NCT04517786,MINIject (MINI SO627) in Patients With Open Angle Glaucoma Using Single Operator Delivery Tool,ALL
NCT03519386,Randomized Study Comparing Two Models of a Travoprost Intraocular Implant to Timolol Maleate Ophthalmic Solution 0.5%,ALL
NCT03034486,The Pharmacokinetics of D565 and the Drug Effect of D565 on Pharmacokinetic Characteristics of D930,MALE
NCT00761319,Phase III Clinical Trial of TRAVATAN Z in Ocular Surface Health,ALL
NCT01215786,Safety and Pharmacodynamics Study of AGN-207281 Ophthalmic Solutions Compared With Timolol Ophthalmic Solution or Placebo in Patients With Ocular Hypertension or Primary Open-Angle Glaucoma,ALL
NCT03634319,Early Evaluation of the Beacon Aqueous Microshunt in Patients Refractory to Drug Therapy in the European Union,ALL
NCT05916066,Nicotinamide and Glaucoma,ALL
NCT01271686,24-hour IOP-lowering Effect of 0.01% Bimatoprost,ALL
NCT03369886,The Relationship Between Macular OCTA and GCIPL and Their Combinational Index Using AI,ALL
NCT05351307,Retinal Vascular Changes in Primary Open Angle Glaucoma Patients,ALL
NCT01279083,Safety and Efficacy Trial to Treat Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT03682783,Artificial Intelligence-assisted Glaucoma Screening (AIAGS),ALL
NCT03682783,Artificial Intelligence-assisted Glaucoma Screening (AIAGS),ALL
NCT05397600,Efficacy and Safety Assessment of T4032 (Unpreserved Bimatoprost 0.01%) Versus Lumigan® 0.01% in Ocular Hypertensive or Glaucomatous Patients,ALL
NCT02376114,Ginkgo Biloba and Ocular Blood Flow in Primary Open-angle Glaucoma,ALL
NCT02278614,Efficacy and Safety Assessment of T2347 Versus Xalacom® in Ocular Hypertensive or Glaucomatous Patients,ALL
NCT04552314,Bleb Vascularity and the Outcomes After Trabeculectomy,ALL
NCT01448837,24-Hour Intraocular Pressure Control With Bimatoprost/Timolol Versus Latanoprost as First Choice,ALL
NCT01252914,A Prospective Evaluation of Open-Angle Glaucoma Subjects on Two Topical Hypotensive Medications Treated With One Suprachoroidal Stent,ALL
NCT05437614,Comparison of Outcome and Effectiveness Between Micropulse Diode Laser Cyclophotocoagulation and Cyclocryoablation in Treatment of Refractory Glaucoma,ALL
NCT04333433,PRESERFLO® MicroShunt Extension Study,ALL
NCT03193333,PRO-122 Versus Concomitant Therapy in Subjects With Uncontrolled Primary Open-angle Glaucoma (PRO-122LATAM),ALL
NCT01735214,An Observational Study of Patients With Primary Open Angle Glaucoma (POAG) or Ocular Hypertension (OHT) Who Switched IOP-lowering Treatments,ALL
NCT02911883,Evaluation of the Repeatability and Reproducibility of AngioVue,ALL
NCT02802137,24-hour Efficacy and Ocular Surface With Talfuprost and Triple Combined Therapy,ALL
NCT01696383,Assessing the Efficacy of DuoTrav as a Replacement Therapy in Glaucoma Patients in Russia,ALL
NCT01721707,Latanoprost/Brinzolamide BID Versus Latanoprost BID in Patients With OAG or OH,ALL
NCT00847483,Comparison of Latanoprost With Travoprost and Bimatoprost in Patients With Elevated IOP. A 12-weeks Masked Evaluator Phase IV Multi-center Study in the US,ALL
NCT02406833,Phase I Dose Escalation Study to Investigate the Safety of ISTH0036 in Subjects With Glaucoma Undergoing Trabeculectomy,ALL
NCT01758237,Dysphotopsia Following Laser Peripheral Iridotomy,ALL
NCT01628614,A Study of Intraocular Pressure (IOP) Reduction in Newly Diagnosed Patients With Primary Open Angle Glaucoma (POAG) or Ocular Hypertension (OHT),ALL
NCT03648814,Intracameral Versus Intravitreal Bevacizumab Injection in NVG: RCT,ALL
NCT02989207,Surgical Approaches in Treating Uncontrolled Glaucoma in Black African and African-Caribbeans,ALL
NCT04328207,Providing Financial Incentives to Improve Adherence to Referral Eye Care Visits,ALL
NCT00441883,Dose-Finding Study Comparing the Safety and Efficacy of Latanoprost to a Novel Treatment for Glaucoma,ALL
NCT00801437,Non Interventional Study With Primary Open Angle Glaucoma and/or Ocular Hypertension Patients Treated With Xalacom® After Failure of Previous Antiglaucoma Therapy.,ALL
NCT04519814,Safety and Effectiveness of VISULAS Green Selective Laser Trabeculoplasty (SLT),ALL
NCT00326014,A Study of the Trabecular Micro-Bypass Stent in Combination With Cataract Surgery in Open Angle Glaucoma Subjects.,ALL
NCT03613233,QoL Assessment in Traditional Glaucoma Surgery and MIGS.,ALL
NCT00349414,Safety Study of Conventional Versus Micropulse Transscleral Cyclophotocoagulation in Treating End-Stage Glaucoma,ALL
NCT01159314,Baerveldt Plate Area Comparison (BPAC),ALL
NCT00556114,A Pilot Study of Functional Optical Coherence Tomography for Ocular Imaging,ALL
NCT00338533,Endoscopic Goniotomy for Infantile Glaucoma,ALL
NCT05753137,A Clinical Trial of Acupuncture as Adjuvant Therapy for Glaucoma,ALL
NCT00676637,Glaucoma Adherence Study,ALL
NCT00652483,Safety and Efficacy Study of Brimonidine in Patients With Glaucoma or Ocular Hypertension,ALL
NCT03452033,H-1337 Ophthalmic Solution Phase 1/2,ALL
NCT00434707,Outcome of Small Pupil Phacotrabeculectomy in Persons With Glaucoma and Cataract,ALL
NCT00452283,Changes in Eye Pressure and Anterior Chamber Depth With Oral Endothelin Antagonist Therapy,ALL
NCT03896633,Therapeutic Equivalence Study of Generic Brinzolamide vs Azopt,ALL
NCT03273907,Post Approval Study of the CyPass System,ALL
NCT02908633,Safety and Efficacy of Three Variants of Canaloplasty With Phacoemulsification to Treat Glaucoma and Cataract,ALL
NCT00626067,Study of Patient Use and Perception of the Travatan Dosing Aid,ALL
NCT00990743,Tolerance and Effect on Intraocular Pressure After Administration of SYL040012,ALL
NCT02990143,The Effectiveness of Ologen® Collagen Matrix in Preventing Intraocular Pressure (IOP) Spikes After Ahmed Glaucoma Valve Surgery (AGV-FP7),ALL
NCT04742283,Multicenter Study Assessing the Efficacy and Safety of DE-126 Ophthalmic Solution 0.002% Compared With Timolol Maleate Ophthalmic Solution 0.5% in Subjects With Primary Open Angle Glaucoma or Ocular Hypertension,ALL
NCT00661583,Use of Ranibizumab With Mitomycin C During Trabeculectomy,ALL
NCT05857267,Dorzolamide+Timolol Multidose Preservative-free vs Dorzolamida+Timolol BAK Preserved Efficacy and Safety,ALL
NCT03160690,Changes in Choroidal Thickness After Non Penetrating Deep Sclerectomy,ALL
NCT03160690,Changes in Choroidal Thickness After Non Penetrating Deep Sclerectomy,ALL
NCT03160690,Changes in Choroidal Thickness After Non Penetrating Deep Sclerectomy,ALL
NCT03160690,Changes in Choroidal Thickness After Non Penetrating Deep Sclerectomy,ALL
NCT03469297,Early Feasibility Study of the Brown Glaucoma Implant in Patients With Severe Visual Impairment or No Light Perceived,ALL
NCT01338467,Glaucoma Treatment by Circular Cyclocoagulation Using High Intensity Focused Ultrasound With the EYEOP Medical Device,ALL
NCT01162356,Prospective Retinal and Optic Nerve Vitrectomy Evaluation (PROVE) Study,ALL
NCT00221897,Diagnostic Innovations in Glaucoma Study,ALL
NCT04830397,Study to Evaluate QLS-101 Compared to Timolol Maleate Eye Drops in Subjects With High Eye Pressure (Glaucoma or Ocular Hypertension).,ALL
NCT04485897,Self-monitoring of the Intraocular Pressure Versus Hospital-based Diurnal Monitoring,ALL
NCT05469867,Pivotal Trial for a Synthetic Tissue Substitute for Concealment of Artificial Ocular Implants,ALL
NCT00410267,Trial Comparing Ketorolac Tromethamine 0.4% & Prednisolone Acetate 1% in Reducing Post-SLT Anterior Chamber Flare & Cells,ALL
NCT04422743,Effect of Citicoline/Homotaurine on PERG in Primary Open Angle Glaucoma,ALL
NCT06143943,Anterior Segment Anatomic Parameters for Risk Profiling of Primary Angle-closure Glaucoma,ALL
NCT00672997,A Phase III Study of Travoprost/Timolol Combination in Patients With Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT03160690,Changes in Choroidal Thickness After Non Penetrating Deep Sclerectomy,ALL
NCT03160690,Changes in Choroidal Thickness After Non Penetrating Deep Sclerectomy,ALL
NCT03160690,Changes in Choroidal Thickness After Non Penetrating Deep Sclerectomy,ALL
NCT03160690,Changes in Choroidal Thickness After Non Penetrating Deep Sclerectomy,ALL
NCT01266343,Comparison of Anterior Chamber Paracentesis and Conventional Mannitol Infusion in Patients With Primary Acute Angle-closure Glaucoma,ALL
NCT02490267,Quality of Life in Children Glaucoma and Cataract,ALL
NCT01446497,Efficacy and Safety Study of Combigan and 0.5% Timoptic in Normal Tension Glaucoma,ALL
NCT00312403,Polymorphisms in the Human Matrix Metalloproteinase Genes MMP1 MMP3 and MMP9: Genetic Risk Factors of Primary Open Angle Glaucoma?,ALL
NCT02792803,A Comparison of Xalatan (Latanoprost) to Apo-latanoprost and Co-latanoprost in the Treatment of Glaucoma,ALL
NCT00803803,Dose Effects and Characteristics of Pilocarpine,ALL
NCT01640756,AqueSys Microfistula Implant in Refractory Glaucoma,ALL
NCT00665756,Comparison of Efficacy Between Silicone Ahmed Glaucoma Valves and Second Trabeculectomy in Glaucoma Patients,ALL
NCT05011747,Viscotrabeculotomy in Pediatric Glaucoma Following Cataract Surgery,ALL
NCT05340647,NorMIGS - a Study of Micro-invasive Glaucoma Surgery,ALL
NCT03159247,The eyeGuide: Improving Glaucoma Self-management With a Personalized Behavior Change Program,ALL
NCT03159247,The eyeGuide: Improving Glaucoma Self-management With a Personalized Behavior Change Program,ALL
NCT03159247,The eyeGuide: Improving Glaucoma Self-management With a Personalized Behavior Change Program,ALL
NCT03515187,Study on Prevention and Treatment of Dry Eye in Patients Using Glaucoma Drops,ALL
NCT03255785,Open-Angle Glaucoma Subjects With Cataract Treated With Cataract Surgery Plus One iStent and One iStent Supra,ALL
NCT04624685,iStent Inject Trabecular Micro-Bypass System Continuation Post-Approval Study,ALL
NCT05130385,High Resolution Optical Coherence Tomography,ALL
NCT05131087,A First-In-Human Clinical Trial to Evaluate the Safety Effectiveness and Surgical Characteristics of CADENCE in Patients With Refractory Glaucoma,ALL
NCT04911387,iCare® Home vs Goldmann Applanation Tonometry,ALL
NCT01123785,A Dose-Escalation Study Designed to Evaluate the Tolerability Safety Pharmacokinetics (PK) and Efficacy of Chronic Topical Ocular Application of INO-8875 in Adults With Ocular Hypertension or Primary Open-Angle Glaucoma,ALL
NCT02507687,Comparison of Bimatoprost SR to Selective Laser Trabeculoplasty in Patients With Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT05685485,Tied Tube Trial in Glaucoma Surgery,ALL
NCT05685485,Tied Tube Trial in Glaucoma Surgery,ALL
NCT00477685,Ologen (OculusGen)-Phacotrabeculectomy Historical Control Study in India,ALL
NCT00626847,How Does Your Genetic Make-up (Profile) Influence Your Glaucoma?,ALL
NCT05370287,Adaptive Optics Retinal Imaging,ALL
NCT01853085,A Study of Patients With Primary Open Angle Glaucoma or Ocular Hypertension Switched to Lumigan® UD Monotherapy for Medical Reasons,ALL
NCT04910100,Nebivolol 0.5 1.0 or Timolol 0.5 Suspension Compared to Timolol 0.5 Solution to Treat Glaucoma/Ocular Hypertension,ALL
NCT04910100,Nebivolol 0.5 1.0 or Timolol 0.5 Suspension Compared to Timolol 0.5 Solution to Treat Glaucoma/Ocular Hypertension,ALL
NCT04743622,Comparison of Efficacy and Ocular Surface Disease Assessment Between Monoprost and BAK-preserved Latanoprost,ALL
