NCT Number,Study Title,Study URL,Study_Status,Study Type
NCT01252888,Prospective Evaluation of Open-angle Glaucoma Subjects on Two Topical Hypotensive Medication Treated With Two iStents,https://clinicaltrials.gov/study/NCT01252888,COMPLETED,INTERVENTIONAL
NCT04891588,Switching From the Preserved to the Preservative - Free Latanoprost - Timolol FC in Glaucoma Patients With OSD,https://clinicaltrials.gov/study/NCT04891588,UNKNOWN,INTERVENTIONAL
NCT01841450,Multicenter Post-Approval Study Of The Glaukos® iStent® Trabecular Micro-Bypass Stent System In Conjunction With Cataract Surgery,https://clinicaltrials.gov/study/NCT01841450,UNKNOWN,INTERVENTIONAL
NCT00811850,Comparing Effects of Two Fixed Combinations Ophthalmic Solutions on Ocular Blood Flow,https://clinicaltrials.gov/study/NCT00811850,COMPLETED,INTERVENTIONAL
NCT03067415,Exploratory Trial to Evaluate the Efficacy and Safety of D565H Twice Daily Versus D565 Once Daily,https://clinicaltrials.gov/study/NCT03067415,UNKNOWN,INTERVENTIONAL
NCT04188015,Study of ANX007 in Participants With Primary Open-angle Glaucoma,https://clinicaltrials.gov/study/NCT04188015,COMPLETED,INTERVENTIONAL
NCT02085850,Incidence and Progression of Glaucoma in the Tema Eye Survey Cohort,https://clinicaltrials.gov/study/NCT02085850,UNKNOWN,OBSERVATIONAL
NCT05484050,VEGF in Iris Tissue in Primary Congenital Glaucoma,https://clinicaltrials.gov/study/NCT05484050,NOT_YET_RECRUITING,INTERVENTIONAL
NCT02537015,An Open-label Extension Study to Evaluate the Safety of the 13 mg Bimatoprost Ocular Insert,https://clinicaltrials.gov/study/NCT02537015,COMPLETED,INTERVENTIONAL
NCT05797350,Paul Glaucoma Implant Versus Ahmed Glaucoma Valve in Childhood Glaucoma,https://clinicaltrials.gov/study/NCT05797350,RECRUITING,INTERVENTIONAL
NCT01253902,Ocular Surface Tolerability Study of Prostaglandin Analogues in Patients With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01253902,COMPLETED,INTERVENTIONAL
NCT05201378,Deep Sclerectomy vs Xen in Solo Procedure,https://clinicaltrials.gov/study/NCT05201378,COMPLETED,OBSERVATIONAL
NCT01084902,Efficacy Comparison of Xalatan and Azopt on POAG and OH,https://clinicaltrials.gov/study/NCT01084902,UNKNOWN,INTERVENTIONAL
NCT04011878,Histopathological Examination of Iris Tissue in Buphthalmos,https://clinicaltrials.gov/study/NCT04011878,COMPLETED,INTERVENTIONAL
NCT02209077,Spectralis OCT Repeatability and Reproducibility Study,https://clinicaltrials.gov/study/NCT02209077,COMPLETED,INTERVENTIONAL
NCT02622178,How Accurately Does the Diopsys Visual Evoked Potential (VEP) Vision Testing System Detect Glaucoma?,https://clinicaltrials.gov/study/NCT02622178,COMPLETED,INTERVENTIONAL
NCT00572455,Safety and Efficacy of PF-04217329 in Patients With Glaucoma or Elevated Eye Pressure.,https://clinicaltrials.gov/study/NCT00572455,COMPLETED,INTERVENTIONAL
NCT02571712,Safety of GANFORT® Ophthalmic Solution in Chinese Patients With Open-angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT02571712,COMPLETED,INTERVENTIONAL
NCT01997255,Adjunctive Everolimus (RAD 001) Therapy for Epilepsy in Children With Sturge-Weber Syndrome (SWS),https://clinicaltrials.gov/study/NCT01997255,WITHDRAWN,INTERVENTIONAL
NCT01453855,Travoprost 3-Month Safety and Efficacy Study,https://clinicaltrials.gov/study/NCT01453855,COMPLETED,INTERVENTIONAL
NCT01027312,Assessment of Ability Related to Vision,https://clinicaltrials.gov/study/NCT01027312,COMPLETED,OBSERVATIONAL
NCT04683055,Phaco-Trabeculotomy Vs Phaco-Trabeculectomy,https://clinicaltrials.gov/study/NCT04683055,COMPLETED,INTERVENTIONAL
NCT01881425,InnFocus MicroShunt Versus Trabeculectomy Study,https://clinicaltrials.gov/study/NCT01881425,COMPLETED,INTERVENTIONAL
NCT01495312,24-hr Intraocular Pressure (IOP) Patterns of Glaucoma Patients After Selective Laser Trabeculoplasty (SLT),https://clinicaltrials.gov/study/NCT01495312,WITHDRAWN,INTERVENTIONAL
NCT00595855,A Comparison Between Deep Sclerectomy and Trabeculectomy,https://clinicaltrials.gov/study/NCT00595855,COMPLETED,INTERVENTIONAL
NCT02001155,Comparing the Effect of the Water Drinking Test on Intraocular Pressure,https://clinicaltrials.gov/study/NCT02001155,COMPLETED,OBSERVATIONAL
NCT04484155,Minimally Invasive Micro Sclerostomy: Safety and Preliminary Performance Study,https://clinicaltrials.gov/study/NCT04484155,COMPLETED,INTERVENTIONAL
NCT00051155,A 6-Week Safety and Efficacy Study of Travatan Compared to Xalcom in Subjects With Open-Angle Glaucoma(OAG) or Ocular Hypertension(OHT),https://clinicaltrials.gov/study/NCT00051155,COMPLETED,INTERVENTIONAL
NCT05230355,Comparison Between Two Techniques of Subthreshold Diode Laser Cyclophotocoagulation in Refractory Glaucoma,https://clinicaltrials.gov/study/NCT05230355,NOT_YET_RECRUITING,INTERVENTIONAL
NCT01487655,Waveform Analysis of the Doppler Curve of Ophthalmic Arteries in Glaucoma Patients,https://clinicaltrials.gov/study/NCT01487655,COMPLETED,OBSERVATIONAL
NCT00442312,Combigan Ophthalmic Solution(Brimonidine 0.2% and Timolol 0.5%)With Latanoprost Compared With Latanoprost Monotherapy,https://clinicaltrials.gov/study/NCT00442312,UNKNOWN,INTERVENTIONAL
NCT01592955,Glaucoma Treatment by Cyclo-coagulation Using High Intensity Focused Ultrasound (HIFU),https://clinicaltrials.gov/study/NCT01592955,COMPLETED,INTERVENTIONAL
NCT02691455,The American Glaucoma Society (AGS) Second Aqueous Shunt Implant vs. Transscleral Cyclophotocoagulation Treatment Study (ASSISTS),https://clinicaltrials.gov/study/NCT02691455,TERMINATED,INTERVENTIONAL
NCT00273455,Lumigan Versus Cosopt,https://clinicaltrials.gov/study/NCT00273455,COMPLETED,INTERVENTIONAL
NCT03760055,Assessment of Visual Function With a Portable Brain-computer Interface,https://clinicaltrials.gov/study/NCT03760055,ENROLLING_BY_INVITATION,OBSERVATIONAL
NCT03760055,Assessment of Visual Function With a Portable Brain-computer Interface,https://clinicaltrials.gov/study/NCT03760055,ENROLLING_BY_INVITATION,OBSERVATIONAL
NCT05127525,EffiCacy Safety and ToLErability of a Novel Ocular ANtiseptic for Ocular Use (CLEAN),https://clinicaltrials.gov/study/NCT05127525,TERMINATED,INTERVENTIONAL
NCT01425112,Comparison of Subconjuctival Versus Topical Bevacizumab as Adjunct Therapy to Trabeculectomy,https://clinicaltrials.gov/study/NCT01425112,COMPLETED,INTERVENTIONAL
NCT04949555,Long Term Evaluation of Primary Congenital Glaucoma Management in Sohag University Hospital,https://clinicaltrials.gov/study/NCT04949555,RECRUITING,OBSERVATIONAL
NCT03736655,Study of a Novel Interposition Supraciliary Implant in Patients With Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT03736655,TERMINATED,INTERVENTIONAL
NCT03154892,The Effect of Conbercept Injection Through Different Routes for Neovascular Glaucoma,https://clinicaltrials.gov/study/NCT03154892,COMPLETED,INTERVENTIONAL
NCT01156012,Efficacy and Safety Assessment of T2345 in Ocular Hypertensive or Glaucomatous Patients,https://clinicaltrials.gov/study/NCT01156012,COMPLETED,INTERVENTIONAL
NCT00571012,Aqueous Outflow Facility Changes With Posture,https://clinicaltrials.gov/study/NCT00571012,COMPLETED,OBSERVATIONAL
NCT02157025,A More Engaging Visual Field Test to Increase Use and Reliability in Pediatrics,https://clinicaltrials.gov/study/NCT02157025,RECRUITING,INTERVENTIONAL
NCT01383525,Direct Application of Selective Laser Trabeculoplasty in Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT01383525,COMPLETED,INTERVENTIONAL
NCT01179555,Confronting Unequal Eye Care in Pennsylvania,https://clinicaltrials.gov/study/NCT01179555,COMPLETED,INTERVENTIONAL
NCT01179555,Confronting Unequal Eye Care in Pennsylvania,https://clinicaltrials.gov/study/NCT01179555,COMPLETED,INTERVENTIONAL
NCT01828255,Intraocular Pressure (IOP) Patterns in Fast Versus Slow Visual Field (VF) Progression Patients,https://clinicaltrials.gov/study/NCT01828255,TERMINATED,INTERVENTIONAL
NCT00333125,A Study of Glaucoma Therapy to Treat Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00333125,COMPLETED,INTERVENTIONAL
NCT03761992,Measurement of the Effect of Gingko Biloba Extract on Ocular and Nailfold Blood-flow in NTG,https://clinicaltrials.gov/study/NCT03761992,UNKNOWN,INTERVENTIONAL
NCT01937312,Effect of SIMBRINZA® Suspension as an Added Therapy to a Prostaglandin Analogue,https://clinicaltrials.gov/study/NCT01937312,COMPLETED,INTERVENTIONAL
NCT00822055,Comparison of the Fixed Combinations of Brimonidine/Timolol and Dorzolamide/Timolol in Subjects With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00822055,COMPLETED,INTERVENTIONAL
NCT02376725,Comparing Phaco/IOL Versus Phaco/IOL + Goniosynechialysis in Subjects With PACG,https://clinicaltrials.gov/study/NCT02376725,COMPLETED,INTERVENTIONAL
NCT02376725,Comparing Phaco/IOL Versus Phaco/IOL + Goniosynechialysis in Subjects With PACG,https://clinicaltrials.gov/study/NCT02376725,COMPLETED,INTERVENTIONAL
NCT01544192,Impact of Oral Versatile Antioxidants on Glaucoma Progression,https://clinicaltrials.gov/study/NCT01544192,COMPLETED,INTERVENTIONAL
NCT01753492,Trabeculectomy With Ologen,https://clinicaltrials.gov/study/NCT01753492,TERMINATED,INTERVENTIONAL
NCT02434692,Safety and Performance Study of the ARGOS-IO (Intraocular) System in Patients With Primary Open Angle Glaucoma (POAG),https://clinicaltrials.gov/study/NCT02434692,COMPLETED,INTERVENTIONAL
NCT00941525,Central Corneal Thickness and 24-hour Fluctuation of Intraocular Pressure,https://clinicaltrials.gov/study/NCT00941525,COMPLETED,INTERVENTIONAL
NCT04335825,Surgical and Refractive Outcomes of Combined Glaucoma Surgery,https://clinicaltrials.gov/study/NCT04335825,COMPLETED,INTERVENTIONAL
NCT00313092,Obstructive Sleep Apnea Syndrome in Glaucoma,https://clinicaltrials.gov/study/NCT00313092,TERMINATED,OBSERVATIONAL
NCT00000122,Fluorouracil Filtering Surgery Study (FFSS),https://clinicaltrials.gov/study/NCT00000122,COMPLETED,INTERVENTIONAL
NCT03646500,Comparing Conscious Sedation to Retrobulbar Block Anesthetics During Trans-scleral Diode Laser,https://clinicaltrials.gov/study/NCT03646500,COMPLETED,INTERVENTIONAL
NCT05968547,Evaluation of Patients' Requirements for Improved Advice and Guidance on Vision Standards for Driving in Glaucoma,https://clinicaltrials.gov/study/NCT05968547,NOT_YET_RECRUITING,OBSERVATIONAL
NCT01485822,A Multicenter Study of the Pigmentation in the Trabecular Meshwork After Two Years of Treatment With TRAVATAN 0.004% Ophthalmic Solution,https://clinicaltrials.gov/study/NCT01485822,TERMINATED,OBSERVATIONAL
NCT03690622,Effect of Topical Dexmedetomidine on Intraocular Pressure,https://clinicaltrials.gov/study/NCT03690622,COMPLETED,INTERVENTIONAL
NCT00695747,Intraocular Pressure Control Following One Site Versus Two Site Combined Phacoemulsification/IOL And Trabeculectomy,https://clinicaltrials.gov/study/NCT00695747,COMPLETED,INTERVENTIONAL
NCT01938287,SENSIMED Triggerfish in Closed Eyes,https://clinicaltrials.gov/study/NCT01938287,COMPLETED,INTERVENTIONAL
NCT04321122,UCP (Ultrasound Cyclo Plasty) in the Treatment of Chinese Patients With Primary Open-angle Glaucoma,https://clinicaltrials.gov/study/NCT04321122,UNKNOWN,INTERVENTIONAL
NCT00991822,A Comparison of the Effect of Dorzolamide and Timolol on Optic Disk Blood Flow in Patients With Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT00991822,COMPLETED,INTERVENTIONAL
NCT00430287,Does the Optic Disc Grading Done Visually by Your Doctor Agree With Optic Nerve Testing Which is Done by Machines?,https://clinicaltrials.gov/study/NCT00430287,COMPLETED,OBSERVATIONAL
NCT00906087,Effect of Myocilin Genetic Variants on Intraocular Pressure and Pressure Variation in Sitting and Supine Positions,https://clinicaltrials.gov/study/NCT00906087,COMPLETED,INTERVENTIONAL
NCT04639947,Reliability and Reproducibility of the Eye Check Tonometer,https://clinicaltrials.gov/study/NCT04639947,TERMINATED,INTERVENTIONAL
NCT01004900,Intraocular Pressure (IOP) Lowering Effect of Selective Laser Trabeculoplasty Versus Prostaglandin Analogues in Angle Closure Glaucoma,https://clinicaltrials.gov/study/NCT01004900,UNKNOWN,INTERVENTIONAL
NCT05335122,A Study to Evaluate the Efficacy and Safety of OTX-TIC (Travoprost) Intracameral Implant for Patients With Open-angle Glaucoma (OAG) or Ocular Hypertension (OHT),https://clinicaltrials.gov/study/NCT05335122,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT00293787,A Study of Glaucoma Therapy to Treat Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00293787,COMPLETED,INTERVENTIONAL
NCT03204487,A Study on the Effect of Changing From Preserved Prostaglandin Formulations to Preservative Free Tafluprost on Tear Film Thickness,https://clinicaltrials.gov/study/NCT03204487,COMPLETED,INTERVENTIONAL
NCT05892185,Evaluate the Efficacy and Safety of Glaucoma Implant in Primary Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT05892185,NOT_YET_RECRUITING,INTERVENTIONAL
NCT04949347,Glycerin-Preserved Human-Donor Corneoscleral Patch Grafts for Glaucoma Drainage Devices,https://clinicaltrials.gov/study/NCT04949347,COMPLETED,OBSERVATIONAL
NCT03996200,MINIject in Patients With Open Angle Glaucoma Using Single Operator Delivery Tool,https://clinicaltrials.gov/study/NCT03996200,COMPLETED,INTERVENTIONAL
NCT00454922,Effect of Glaucoma Educators on Adherence to Prescribed Therapeutic Regimens in Glaucoma Patients,https://clinicaltrials.gov/study/NCT00454922,COMPLETED,INTERVENTIONAL
NCT02003547,A Single Centre Study to Evaluate 3 Ophthalmic Formulations in Healthy Subjects,https://clinicaltrials.gov/study/NCT02003547,COMPLETED,INTERVENTIONAL
NCT05366647,GATT Versus Canaloplasty (GVC),https://clinicaltrials.gov/study/NCT05366647,NOT_YET_RECRUITING,INTERVENTIONAL
NCT01391247,Validation of Retinal Oximetry in Glaucoma Patients: a Structural and Functional Correlation,https://clinicaltrials.gov/study/NCT01391247,COMPLETED,OBSERVATIONAL
NCT00744666,IntraVitreal Triamcinolone Acetonide: Preventing Raised Eye-pressure by Tracking Elevations After Topical Steroids,https://clinicaltrials.gov/study/NCT00744666,UNKNOWN,INTERVENTIONAL
NCT01704248,The Effect of Eye Drop Guide on the Success Rate of Eye Drops Self-instillation in Glaucoma Patients,https://clinicaltrials.gov/study/NCT01704248,UNKNOWN,INTERVENTIONAL
NCT01372319,Assessment of Advanced Glaucomatous Visual Field Loss and Its Impact on Visual Exploration Activities of Daily Living (ADL) and Quality of Life (QoL),https://clinicaltrials.gov/study/NCT01372319,COMPLETED,OBSERVATIONAL
NCT02438319,Automatic vs. Manual Optic Disc Planimetry,https://clinicaltrials.gov/study/NCT02438319,WITHDRAWN,OBSERVATIONAL
NCT03166566,Laminar Drainage Implant: Safety of a Novel Surgical Treatment for Refractory Glaucoma.,https://clinicaltrials.gov/study/NCT03166566,COMPLETED,INTERVENTIONAL
NCT00383019,A Study Comparing Xalacom And Xalatan In Patients With Primary Open Angle Glaucoma (POAG) Or Ocular Hypertension (OH).,https://clinicaltrials.gov/study/NCT00383019,COMPLETED,INTERVENTIONAL
NCT01742819,Advanced Glaucoma Progression Study,https://clinicaltrials.gov/study/NCT01742819,ACTIVE_NOT_RECRUITING,OBSERVATIONAL
NCT05529966,Comparing NGENUITY vs Conventional Microscope in a New Hydrus User,https://clinicaltrials.gov/study/NCT05529966,ENROLLING_BY_INVITATION,INTERVENTIONAL
NCT01345448,Intraocular Pressure (IOP) Lowering Efficacy of Transdermal Brimonidine Therapy,https://clinicaltrials.gov/study/NCT01345448,UNKNOWN,INTERVENTIONAL
NCT02030886,IOP Patterns in Ocular Hypertensive Patients Newly Converted to Glaucoma vs Stable Ocular Hypertensive Patients,https://clinicaltrials.gov/study/NCT02030886,TERMINATED,INTERVENTIONAL
NCT01265719,Long-Term Non-Interventional Latanoprost Study,https://clinicaltrials.gov/study/NCT01265719,COMPLETED,OBSERVATIONAL
NCT02097719,Efficacy and Safety Study of Bimatoprost 0.01% Alone Compared With Travoprost 0.004% and Timolol 0.5% in Subjects With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT02097719,COMPLETED,INTERVENTIONAL
NCT01645319,Comparative Effectiveness of Treatment Strategies for Primary Open-Angle Glaucoma,https://clinicaltrials.gov/study/NCT01645319,COMPLETED,OBSERVATIONAL
NCT01645319,Comparative Effectiveness of Treatment Strategies for Primary Open-Angle Glaucoma,https://clinicaltrials.gov/study/NCT01645319,COMPLETED,OBSERVATIONAL
NCT04872348,An Observational Multicenter Clinical Study To Assess The Safety And Effectiveness Of The OMNI® Surgical System In Pseudophakic Eyes With Primary Open Angle Glaucoma (ORION 2.0),https://clinicaltrials.gov/study/NCT04872348,ACTIVE_NOT_RECRUITING,OBSERVATIONAL
NCT04903366,Absorption and Safety of Topical Timolol to Treat Chronic Wounds,https://clinicaltrials.gov/study/NCT04903366,COMPLETED,OBSERVATIONAL
NCT04981886,Intraocular Pressure Reduction Efficacy of Rhopressa and Lumigan in Normal Tension Glaucoma,https://clinicaltrials.gov/study/NCT04981886,UNKNOWN,INTERVENTIONAL
NCT04499248,AGN-193408 SR in the Treatment of Open-angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT04499248,RECRUITING,INTERVENTIONAL
NCT01122966,The Effect of Bevacizumab on the Trabeculectomy,https://clinicaltrials.gov/study/NCT01122966,UNKNOWN,INTERVENTIONAL
NCT02772666,Novel Portable Diagnostic Device for Automatic Detection of Relative Afferent Pupillary Defect,https://clinicaltrials.gov/study/NCT02772666,COMPLETED,INTERVENTIONAL
NCT00288951,Phase III Safety and Efficacy Study to Evaluate a Glaucoma Therapy in Open-Angle Glaucoma or Ocular Hypertension Patients,https://clinicaltrials.gov/study/NCT00288951,COMPLETED,INTERVENTIONAL
NCT03960866,Safety and Efficacy of Ophthalmic Phentolamine Mesylate in Glaucoma,https://clinicaltrials.gov/study/NCT03960866,COMPLETED,INTERVENTIONAL
NCT00672048,Partnership for Glaucoma,https://clinicaltrials.gov/study/NCT00672048,COMPLETED,INTERVENTIONAL
NCT00465348,The Antioxidant Effect of Routine Vascular Therapy for Normal Tension Glaucoma Patients,https://clinicaltrials.gov/study/NCT00465348,WITHDRAWN,OBSERVATIONAL
NCT03541551,Ologen® Collagen Matrix in Patients With Primary Congenital Glaucoma Undergoing Trabeculectomy,https://clinicaltrials.gov/study/NCT03541551,COMPLETED,INTERVENTIONAL
